CDC,CSR,PSR,SS,SHS,"TOWN
(ALL)","CONTRACTOR/GRANTEE
(CDC)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"CONTRACTOR CONTACT
(SS)","PHONE
(SS)","EMAIL
(SS)","REPORTING CONTACT
(SS)","PHONE
(SS)","EMAIL
(SS)","CONTRACTOR/GRANTEE
(SHS)",ADDRESS,TOWN,ZIP,CONTACT PERSON,PHONE,EMAIL,DELEGATE,ADDRESS,TOWN,ZIP,DELEGATE CONTACT PERSON,PHONE,EMAIL,"PROGRAM/SITE/SUBGRANTEE 
(Registry Licensed Name)
(ALL)",ADDRESS,TOWN,ZIP,LICENSE #,NAEYC ID,NAEYC EXPIRATION,REGISTRY ID,FACILITY CODE (ECIS & PSIS),"PROGRAM/
SITE CONTACT
(CDC)","PHONE
(CDC)","EMAIL
(CDC)","PROGRAM/
SITE CONTACT
(SR)","PHONE
(SR)","EMAIL
(SR)","
SITE CONTACT (IF different from Contractor contact)
(SS)","PHONE
(SS)","EMAIL
(SS)","PROGRAM/
SITE CONTACT
(SHS)","PHONE
(SHS)","EMAIL
(SHS)","CONTACT LIAISON
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"REPORTING CONTACT
(CDC)",EMAIL,"FISCAL CONTACT 
(CDC)",EMAIL,"FISCAL CONTACT 
(SR)",EMAIL,"CHIEF ELECTED OFFICIAL, TITLE
(SR)",PHONE,EMAIL,"SUPERINTENDENT
(SR)",PHONE,EMAIL,"COUNCIL CHAIR/CO-CHAIRS-1
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"COUNCIL CHAIR/CO-CHAIRS-2
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL
X,,,,,GREENWICH,"Stephanie Johnson, Family Centers, Inc.",40 Arch Street,Greenwich,06836,203-869-4848,sjohnson@familycenters.org,,,,,,,,,,,,,,,,,,,,,Gateway School,2 Chapel Street,Greenwich,06830,15168,298786,6/1/2020,47,0571741,Molly Milligan,203-531-8430,ytoone@familycenters.org,,,,,,,,,,,,,,,,Emil Caliboso,ecaliboso@familycenters.org,Marion Beale,mbeale@familycenters.org,,,,,,,,,,,,,,,,,,,,
X,X,,,,GREENWICH,"Stephanie Johnson, Family Centers, Inc.",40 Arch Street,Greenwich,06836,203-869-4848,sjohnson@familycenters.org,,,,,,,,,,,,,,,,,,,,,The Grauer Preschool,40 Arch Street,Greenwich,06830,12299,298786,6/1/2020,1456,0570441,Yenny Toone,203-869-4848,ytoone@familycenters.org,Yenny Toone,203-869-4848,ytoone@familycenters.org,,,,,,,David Cohen,11 Rebecca Street,Trumbull,06611,203-622-8121,davidcohentrumbull@gmail.com,Emil Caliboso,ecaliboso@familycenters.org,Marion Beale,mbeale@familycenters.org,Mary P. Forde,Mary_Forde@greenwich.k12.ct.us,Peter Tesei,203-622-7710,peter.tesei@greenwichct.org,"Ralph Mayo, Superintendent",203-625-7425,toni_jones@greenwich.k12.ct.us,Sandra Helmer,652 Lake Avenue,Greenwich,06830,203-661-7444,sandyhelmer@gmail.com,Mary Forde,290 Greenwich Avenue,Greenwich,06830,203-625-7466,mary_forde@greenwich.k12.ct.us
,X,,,,GRISWOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,Griswold BOE at Griswold Elementary Integrated Preschool,303 Slater Avenue,Griswold,06351,Exempt,291052,9/1/2022,1741,0580311,,,,Joseph Bordeau,860-376-7610,jbordeau@griswoldpublicschools.org,,,,,,,Cheryl LaMothe,70 Dydo Drive,Uncasville,06382,860-912-9316,clamothe@eastconn.org,,,,,Alisha Stripling,astripling@griswoldpublicschools.org,"Todd Babbit, First Selectman",860-376-7060 x2201,FirstSelectman@griswold-ct.org,"Sean McKenna, Superintendent",860-376-7600,smckenna@griswoldpublicschools.org,Sean McKenna,211 Slater Avenue,Griswold,06351,860-376-7600,smckenna@griswoldpublicschools.org,Tina Falck,22 Soule Street,Jewett City,06351,860-376-2604,griswoldseniors@yahoo.com
,X,,,,GRISWOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Log School House,242 Bitgood Road,Griswold,06351,13696,NEW,Accreditation due by 7/1/2022,1646,,,,,Heather Lunny,860-801-1702,ymcakidscampus@aol.com,,,,,,,Cheryl LaMothe,70 Dydo Drive,Uncasville,06382,860-912-9316,clamothe@eastconn.org,,,,,Alisha Stripling,astripling@griswoldpublicschools.org,"Todd Babbit, First Selectman",860-376-7060 x2201,FirstSelectman@griswold-ct.org,"Sean McKenna, Superintendent",860-376-7600,smckenna@griswoldpublicschools.org,Sean McKenna,211 Slater Avenue,Griswold,06351,860-376-7600,smckenna@griswoldpublicschools.org,Tina Falck,22 Soule Street,Jewett City,06351,860-376-2604,griswoldseniors@yahoo.com
,X,,,,GRISWOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,"TVCCA Little Learners, Griswold",303 Slater Avenue,Griswold,06351,12498,525820,7/1/2022,1179,0580441,,,,Debbie Poirier,860-425-6566,dpoirier@tvcca.org,,,,,,,Cheryl LaMothe,70 Dydo Drive,Uncasville,06382,860-912-9316,clamothe@eastconn.org,,,,,Alisha Stripling,astripling@griswoldpublicschools.org,"Todd Babbit, First Selectman",860-376-7060 x2201,FirstSelectman@griswold-ct.org,"Sean McKenna, Superintendent",860-376-7600,smckenna@griswoldpublicschools.org,Sean McKenna,211 Slater Avenue,Griswold,06351,860-376-7600,smckenna@griswoldpublicschools.org,Tina Falck,22 Soule Street,Jewett City,06351,860-376-2604,griswoldseniors@yahoo.com
,X,,,,GROTON,,,,,,,,,,,,,,,,,,,,,,,,,,,Groton-Mystic Early Childhood Dev Center,591 Poquonnock Road,Groton,06340,15462,501603,12/1/2022,1601,0590141,,,,Clarissa Miles,860-449-8217 x1124,milesc@childandfamilyagency.org,,,,,,,Linda Allen,44 Hatchetts Hill Road,Old Lyme,06371,860-434-4800 x120,lallen@learn.k12.ct.us,,,,,Kenneth Knight,kknight@groton.k12.ct.us,"Patrice Granatosky, Mayor",860-441-6630,pgranatosky@groton-ct.gov,"Michael H. Graner, Superintendent",860-572-2141,mgraner@groton.k12.ct.us,"Juan Melendez,                Town Councilor",228 Heather Lane,Groton,06355,860-857-8336,Jmelendez@groton-ct.gov,Susan Corrice                   Interim CFG Chair,15 Williams Road,Oakdale ,06370,860-287-8268,suecorrice@gmail.com
X,X,,,,GROTON,Susan Radway,476 Thames Street,Groton,06340,860-445-8151,susan.radway@riverfrontchildren.org,,,,,,,,,,,,,,,,,,,,,"The Riverfront Children's Center, Inc.",476 Thames Street,Groton,06340,14300,293062,2/1/2023,1546,0590241,Susan Radway,860-867-6334,susan.radway@riverfrontchildren.org,Susan Radway,860-445-8151,susan.radway@riverfrontchildren.org,,,,,,,Linda Allen,44 Hatchetts Hill Road,Old Lyme,06371,860-434-4800 x120,lallen@learn.k12.ct.us,Susan Radway,susan.radway@riverfrontchildren.org,Kathleen Lawyea,kathleen.lawyea@riverfrontchildren.org,Kenneth Knight,kknight@groton.k12.ct.us,"Patrice Granatosky, Mayor",860-441-6630,pgranatosky@groton-ct.gov,"Michael H. Graner, Superintendent",860-572-2141,mgraner@groton.k12.ct.us,"Juan Melendez,                Town Councilor",228 Heather Lane,Groton,06355,860-857-8336,Jmelendez@groton-ct.gov,Susan Corrice                   Interim CFG Chair,15 Williams Road,Oakdale ,06370,860-287-8268,suecorrice@gmail.com
X,,,,,GUILFORD,"Lisa Jones, Guilford Center for Children",47 Stone House Lane,Guilford,06437,203-453-8050,l.jones@guilfordcenterforchildren.com,,,,,,,,,,,,,,,,,,,,,Guilford Center for Children,47 Stone House Lane,Guilford,06437,16778,148220,12/1/2022,6690,0600141,Lisa Jones,203-453-8050,l.jones@guilfordcenterforchildren.com,,,,,,,,,,,,,,,,Cathy Forsberg,cathy@lipmancpa.com,Cathy Forsberg,cathy@lipmancpa.com,,,,,,,,,,,,,,,,,,,,
,X,,,,HAMDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamden BOE at Alice Peck School,35 Hillfield Road,Hamden,06518,Exempt,729061,8/1/2022,,,,,,Jisel Cordero,203-407-2254,jcordero@hamden.org,,,,,,,Sheryl Sadinsky,60 Putnam Avenue,Hamden,06517,860-305-0614,ssadinsky@hamdenyoungchildren.org,,,,,George Rostkowski,grostkowski@hamden.org,Curt Leng,203-287-7100,cleng@hamden.com,Jody Goeler,203-407-2202,jgoeler@hamden.org,Carmelita Valencia-Daye,15 Prospect Lane,Hamden,06517,203-915-9575,Cvalencia-Daye@gwcc.commnet.edu,Rita Esposito,2 London Drive,Hamden,06517,203-687-8966,respo@reachoutinc.org
,X,,,,HAMDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamden BOE at Church Street,95 Church Street,Hamden,06214,Exempt,477086,8/1/2021,1667,0620211,,,,Jisel Cordero,203-407-2254,jcordero@hamden.org,,,,,,,Sheryl Sadinsky,60 Putnam Avenue,Hamden,06517,860-305-0614,ssadinsky@hamdenyoungchildren.org,,,,,George Rostkowski,grostkowski@hamden.org,Curt Leng,203-287-7100,cleng@hamden.com,Jody Goeler,203-407-2202,jgoeler@hamden.org,Carmelita Valencia-Daye,15 Prospect Lane,Hamden,06517,203-915-9575,Cvalencia-Daye@gwcc.commnet.edu,Rita Esposito,2 London Drive,Hamden,06517,203-687-8966,respo@reachoutinc.org
,X,,,,HAMDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamden BOE at Dunbar Hill School,315 Lane Street,Hamden,06514,Exempt,477086,8/1/2021,2816,0620311,,,,Jisel Cordero,203-407-2254,jcordero@hamden.org,,,,,,,Sheryl Sadinsky,60 Putnam Avenue,Hamden,06517,860-305-0614,ssadinsky@hamdenyoungchildren.org,,,,,George Rostkowski,grostkowski@hamden.org,Curt Leng,203-287-7100,cleng@hamden.com,Jody Goeler,203-407-2202,jgoeler@hamden.org,Carmelita Valencia-Daye,15 Prospect Lane,Hamden,06517,203-915-9575,Cvalencia-Daye@gwcc.commnet.edu,Rita Esposito,2 London Drive,Hamden,06517,203-687-8966,respo@reachoutinc.org
,X,,,,HAMDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamden BOE at Helen Street School,285 Helen Street,Hamden,06214,Exempt,477086,8/1/2021,1954,0620411,,,,Jisel Cordero,203-407-2254,jcordero@hamden.org,,,,,,,Sheryl Sadinsky,60 Putnam Avenue,Hamden,06517,860-305-0614,ssadinsky@hamdenyoungchildren.org,,,,,George Rostkowski,grostkowski@hamden.org,Curt Leng,203-287-7100,cleng@hamden.com,Jody Goeler,203-407-2202,jgoeler@hamden.org,Carmelita Valencia-Daye,15 Prospect Lane,Hamden,06517,203-915-9575,Cvalencia-Daye@gwcc.commnet.edu,Rita Esposito,2 London Drive,Hamden,06517,203-687-8966,respo@reachoutinc.org
X,,,,,HAMDEN,"David Garretson, Town of Hamden",2750 Dixwell Avenue,Hamden,06518,203-287-7010,dgarretson@hamden.com,,,,,,,,,,,,,,,,,,,,,Sleeping Giant Day Care,11 Pine Street,Hamden,06514,13366,284541,12/1/2020,863,0620141,Edie Reichard,203-776-5026,ereichard@juno.com,,,,,,,,,,,,,,,,Edie Reichard,ereichard@juno.com,David Garretson,dgarretson@hamden.com,,,,,,,,,,,,,,,,,,,,
,X,,,,HAMDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Tender Care Learning Center,40 London Drive,Hamden,06517,16383,359397,7/1/2025,954,0620341,,,,Lori Osber,203-281-6602,HMD@earlyeducationpros.org,,,,,,,Sheryl Sadinsky,60 Putnam Avenue,Hamden,06517,860-305-0614,ssadinsky@hamdenyoungchildren.org,,,,,George Rostkowski,grostkowski@hamden.org,Curt Leng,203-287-7100,cleng@hamden.com,Jody Goeler,203-407-2202,jgoeler@hamden.org,Carmelita Valencia-Daye,15 Prospect Lane,Hamden,06517,203-915-9575,Cvalencia-Daye@gwcc.commnet.edu,Rita Esposito,2 London Drive,Hamden,06517,203-687-8966,respo@reachoutinc.org
,X,,,,HAMPTON,,,,,,,,,,,,,,,,,,,,,,,,,,,Hampton BOE at Hampton Elementary School,380 Main Street,Hampton,06247,Exempt,433130,8/1/2023,1662,0630011,,,,Sam Roberson,860-455-9409,sroberson@hamptonschool.org,,,,,,,Anne Marie Davidson,376 Hartford Turnpike,Hampton,06247,860-455-1501,adavidson@eastconn.org,,,,,Sally Lehoux,slehoux@hamptonschool.org,"Allan Cahill, First Selectman",860-455-9132 x2,firstselectman@hamptonct.org,"Frank Olah, Superintendent",860-455-2267,folah@hamptonschool.org,Scott Sears,222 Huntington Road,Scotland,06264,860-942-1233,ssears@scotlandes.org,Joy Becker,158 Kenyon Road,Hampton,06247,860-455-7060,joyhopper@hotmail.com
X,,X,,,HARTFORD,"Luke Bronin, City of Hartford",550 Main Street,Hartford,06106,860-757-9500,luke.bronin@hartford.gov,,,,,,,,,,,,,,,,,,,,,Asylum Hill Early Learning Center (DFCYR),814 Asylum Avenue,Hartford,06105,13685,298565,10/1/2022,1387,0645641,Shyleen Lopez,860-757-9536,lopes003@hartford.gov,Shyleen Lopez,860-757-9536,lopes003@hartford.gov,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9534,nortiz@hartford.gov,Nancy Ortiz,nortiz@hartford.gov,Jolita Lazauskas,jolita.lazauskas@hartford.gov,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Boys & Girls Clubs of Hartford Early Learning Center,170 Sigourney Street,Hartford,06105,70157,729024,2/1/2023,6407,,,,,Candalyn Sanders,860-929-7675,csanders@bgchartford.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9534,nortiz@hartford.gov,Nancy Ortiz,nortiz@hartford.gov,Melissa McCaw,Melissa.mccaw@hartford.gov,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitol Child Development Center,450 Broad Street,Hartford,06106,13081,285490,10/1/2023,1817,0642341,,,,Barbara Jo Warner,860-240-0330,bjwarner@capitolchild.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9534,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholic Charities Therapeutic Learning Center,53 Wadsworth Street,Hartford,06106,70377,512863,1/1/2023,8168,,,,,Olga Toledo,860-521-1124,otoledo@ccaoh.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9534,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
X,,,,,HARTFORD,"CRT, Lena Rodriguez",555 Windsor Street,Hartford,06120,860-560-5608,lenar@crtct.org,,,,,,,,,,,,,,,,,,,,,CRT - Children's Learning Center,211 Laurel Street,Hartford,06106,14519,285449,7/1/2020,1443,0640641,Leslie Paguada,860-560-5168,paguadal@crtct.org,,,,,,,,,,,,,,,,Iris Chalerman,chalermani@crtct.org,Jeffery Walsh,walshj@crtct.org,,,,,,,,,,,,,,,,,,,,
,,,,X,HARTFORD,,,,,,,,,,,,,"Community Renewal Team, Inc. (CRT)",555 Windsor Street,Hartford,06120,John Pfeiffer,860-560-5639,pfeifferj@crtct.org,Julie Ackerman,555 Windsor Street,Hartford,06120,Julie Ackerman,860-560-5772,AckermanJ@ctrct.org,CRT Bristol Head Start-Lake Avenue,254 Lake Avenue,Bristol,06010,70292,Head Start,,7711,0170141,,,,,,,,,,Roberto Burgos,860-560-5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,X,HARTFORD,,,,,,,,,,,,,"Community Renewal Team, Inc. (CRT)",555 Windsor Street,Hartford,06120,John Pfeiffer,860-560-5639,pfeifferj@crtct.org,Julie Ackerman,555 Windsor Street,Hartford,06120,Julie Ackerman,860-560-5772,AckermanJ@ctrct.org,CRT Bristol Head Start-South Street,55 South Street,Bristol,06010,70293,Head Start,,7712,0170641,,,,,,,,,,Roberto Burgos,860-560-5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,X,HARTFORD,,,,,,,,,,,,,"Community Renewal Team, Inc. (CRT)",555 Windsor Street,Hartford,06120,John Pfeiffer,860-560-5639,pfeifferj@crtct.org,Julie Ackerman,555 Windo,Hartford,06120,Julie Ackerman,860-560-5772,AckermanJ@ctrct.org,CRT Eric D. Coleman ECE Center,1051 Blue Hills Avenue,Bloomfield,06002,15685,602420,10/1/2021,1432,0110341,,,,,,,,,,Roberto Burgos,860-560-5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas Street Early Care and Education,170 Douglas Street,Hartford,06114,15111,541107,11/1/2022,1449,641341,,,,Leslie Paquada,860-560-5461,paguadalcrtct.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,6103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford BOE  Bellizzi School 8.2020             Was BOE Asian Sudies Dwight School,215 South Street,Hartford,06114,Exempt,477108,11/1/2021,1848,0640711,,,,Anthony Davila,860-695-2400,davia001@hartfordschools.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD - N/A 9.1.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford - BOE Burr N/A 9.1.2020,400 Wethersfield Avenue,Hartford,06114,Exempt,477104,12/1/2020,1887,0642311,,,,Ashley Martin,860-695-3080,ashley.martin@hartfordschools.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford BOE at Kennelly School,180 White Street,Hartford,06114,Exempt,725812,11/1/2021,1811,0641011,,,,June Cahill,860-695-3860,cahij001@hartfordschools.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD - N/A 9.1.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford - BOE Latino Studies - Burns N/A 9.1.2020,195 Putnam Street,Hartford,06106,Exempt,725811,11/1/2021,1445,0640611,,,,Victor Cristofaro,860-695-2980,crisv001@hartfordschools.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford BOE at Maria C. Sanchez School,176 Babcock Street,Hartford,06106,Exempt,477294,8/1/2021,1478,0643011,,,,Evelyn Mendoza,860-695-4940,evelyn.mendoza-overton@hartfordschools.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford BOE at MD Fox School,470 Maple Avenue,Hartford,06114,Exempt,477464,11/1/2021,1389,0640811,,,,Kevin Geissler,860-695-7790,geisk001@hartfordschools.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford BOE at Moylan School,101 Catherine Street,Hartford,06106,Exempt,477290,6/1/2021,1858,0643211,,,,Christine McCarthy,860-695-4500,Christine.mccarthy@hartfordschools.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford BOE at Naylor School,639 Franklin Avenue,Hartford,06114,Exempt,477291,12/1/2020,1853,0641411,,,,Monica Quinones,860-695-4620,quinm002@hartfordschools.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford BOE at Parkville Community School,1755 Park Street,Hartford,06106,Exempt,477292,8/1/2021,1482,0641511,,,,Omaris Journet,860-695-4720,jouro001@hartfordschools.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
,,X,,,HARTFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford BOE at Rawson School,260 Holcomb Street,Hartford,06112,Exempt,477293,9/1/2021,1439,0641711,,,,Tayarisha Stone,860-695-4840,stonet001@hartfordschools.org,,,,,,,Nancy Ortiz,550 Main Street,Hartford,06103,860-757-9531,nortiz@hartford.gov,,,,,"Robert S. Dakers, Interim",daker002@hartford.gov,"Luke Bronin, Mayor",860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",860-695-8401,Leslie.torres-rodriquez@hartfordschools.org,"Luke Bronin, Mayor",550 Main Street,Hartford,06103,860-757-9500,luke.bronin@hartford.gov,"Leslie Torres-Rodriguez, Superintendent",960 Main Street,Hartford,06103,860-695-8401,Leslie.torres-rodriquez@hartfordschools.org
